school,state,school_id,district_id,schoolwide_title1,title1_eligible,title1_school_status,lat,long,national_school_lunch_program,total_enroll,two_or_more_race,hawaiin_pi,white,black,hispanic,aapi,native
SAM D. PANTER ELEMENTARY SCHOOL,Georgia,1.30402E+11,1304020,Yes,Yes,5-Title I schoolwide school,33.8577,-84.762,Yes participating without using any Provision or the CEO,511,47,2,299,97,64,2,0
SAMMY MCCLURE SR. MIDDLE SCHOOL,Georgia,1.30402E+11,1304020,,No,6-Not a Title I school,34.0698,-84.8099,Yes participating without using any Provision or the CEO,1472,59,1,1035,223,128,24,2
SAMUEL E. HUBBARD ELEMENTARY SCHOOL,Georgia,1.30372E+11,1303720,Yes,Yes,5-Title I schoolwide school,33.0223,-83.9562,Yes participating without using any Provision or the CEO,664,29,0,409,204,16,5,1
SAND HILL ELEMENTARY SCHOOL,Georgia,1.30198E+11,1301980,Yes,Yes,5-Title I schoolwide school,32.2219,-81.3992,Yes participating without using any Provision or the CEO,679,36,0,514,56,67,2,4
SAND HILL ELEMENTARY SCHOOL,Georgia,1.30084E+11,1300840,Yes,Yes,5-Title I schoolwide school,33.6392,-84.9706,Yes participating without using any Provision or the CEO,652,55,0,423,104,67,1,2
SANDERS ELEMENTARY SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.8488,-84.5994,Yes participating without using any Provision or the CEO,673,29,0,47,421,163,13,0
SANDTOWN MIDDLE SCHOOL,Georgia,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.6998,-84.5611,Yes participating without using any Provision or the CEO,1007,26,0,2,942,29,7,1
SANDY CREEK HIGH SCHOOL,Georgia,1.30213E+11,1302130,,No,6-Not a Title I school,33.494,-84.5733,Yes participating without using any Provision or the CEO,1178,40,3,185,705,208,33,4
SANDY SPRINGS MIDDLE SCHOOL,Georgia,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.99702,-84.339515,Yes participating without using any Provision or the CEO,928,47,0,149,463,239,29,1
SARA HARP MINTER ELEMENTARY SCHOOL,Georgia,1.30213E+11,1302130,,No,6-Not a Title I school,33.3802,-84.4732,Yes participating without using any Provision or the CEO,746,61,0,418,144,90,30,3
SARA M. RAGSDALE ELEMENTARY,Georgia,1.30402E+11,1304020,Yes,Yes,5-Title I schoolwide school,33.921586,-85.000891,Yes participating without using any Provision or the CEO,564,27,0,431,65,41,0,0
SARDIS ELEMENTARY SCHOOL,Georgia,1.30261E+11,1302610,Yes,Yes,5-Title I schoolwide school,34.3431,-83.8951,Yes participating without using any Provision or the CEO,610,12,2,410,12,172,1,1
SATILLA ELEMENTARY SCHOOL,Georgia,1.30135E+11,1301350,Yes,Yes,5-Title I schoolwide school,31.440087,-82.788893,Yes under Community Eligibility Option (CEO),605,22,0,232,187,163,0,1
SATILLA MARSH ELEMENTARY SCHOOL,Georgia,1.3024E+11,1302400,Yes,Yes,5-Title I schoolwide school,31.1325,-81.5862,No,764,34,1,551,123,41,10,4
SAVANNAH ARTS ACADEMY,Georgia,1.30102E+11,1301020,,No,6-Not a Title I school,32.046,-81.0929,No,962,79,0,597,124,84,76,2
SAVANNAH CLASSICAL ACADEMY CHARTER HIGH SCHOOL,GEORGIA,1.30102E+11,1301020,,No,6-Not a Title I school,32.059118,-81.087094,Yes participating without using any Provision or the CEO,54,7,1,2,41,2,1,0
SAVANNAH CLASSICAL ACADEMY CHARTER SCHOOL,Georgia,1.30102E+11,1301020,No,Yes,2-Title I targeted assistance school,32.059204,-81.087065,Yes participating without using any Provision or the CEO,355,27,0,42,240,44,2,0
SAVANNAH EARLY COLLEGE HIGH SCHOOL,GEORGIA,1.30102E+11,1301020,,No,6-Not a Title I school,32.062819,-81.057012,No,192,12,0,16,139,19,6,0
SAVANNAH REGIONAL YOUTH DETENTION CENTER,Georgia,1.30003E+11,1300026,Yes,Yes,5-Title I schoolwide school,32.0606,-81.1657,Yes participating without using any Provision or the CEO,13,0,0,0,13,0,0,0
SAVANNAH-CHATHAM E-LEARNING ACADEMY,GEORGIA,1.30102E+11,1301020,Yes,Yes,5-Title I schoolwide school,32.092854,-81.144,No,873,45,0,128,639,54,6,1
SAWNEE ELEMENTARY SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.2412,-84.1758,Yes participating without using any Provision or the CEO,1414,54,0,826,60,261,210,3
SAWYER ROAD ELEMENTARY SCHOOL,Georgia,1.30351E+11,1303510,Yes,Yes,5-Title I schoolwide school,33.986,-84.527,Yes participating without using any Provision or the CEO,593,31,0,57,191,297,12,5
SCHLEY COUNTY ELEMENTARY SCHOOL,Georgia,1.30447E+11,1304470,Yes,Yes,5-Title I schoolwide school,32.217919,-84.291746,Yes participating without using any Provision or the CEO,553,25,0,401,85,36,6,0
SCHLEY MIDDLE HIGH SCHOOL,Georgia,1.30447E+11,1304470,Yes,Yes,5-Title I schoolwide school,32.216945,-84.289735,Yes participating without using any Provision or the CEO,701,21,0,496,127,46,11,0
SCHOOL OF HUMANITIES AT JULIETTE GORDON LOW,GEORGIA,1.30102E+11,1301020,Yes,Yes,5-Title I schoolwide school,32.025572,-81.081091,No,673,30,3,34,577,22,6,1
SCINTILLA CHARTER ACADEMY,GEORGIA,1.30024E+11,1300236,Yes,Yes,5-Title I schoolwide school,30.8688,-83.245613,Yes participating without using any Provision or the CEO,586,35,0,316,192,36,7,0
SCOTT ELEMENTARY SCHOOL,Georgia,1.30012E+11,1300120,Yes,Yes,5-Title I schoolwide school,33.8033,-84.471,Yes under Community Eligibility Option (CEO),364,7,0,3,333,20,1,0
SCOTT ELEMENTARY SCHOOL,Georgia,1.30495E+11,1304950,Yes,Yes,5-Title I schoolwide school,30.843,-83.9741,Yes under Community Eligibility Option (CEO),332,7,0,21,294,10,0,0
SCREVEN COUNTY ELEMENTARY SCHOOL,Georgia,1.3045E+11,1304500,Yes,Yes,5-Title I schoolwide school,32.7412,-81.6557,Yes under Provision 2,1045,37,0,452,517,36,3,0
SCREVEN COUNTY HIGH SCHOOL,Georgia,1.3045E+11,1304500,Yes,Yes,5-Title I schoolwide school,32.7376,-81.6338,Yes under Provision 2,582,10,0,273,281,14,4,0
SCREVEN COUNTY MIDDLE SCHOOL,Georgia,1.3045E+11,1304500,Yes,Yes,5-Title I schoolwide school,32.7546,-81.6223,Yes under Provision 2,515,13,0,220,266,11,4,1
SCREVEN ELEMENTARY SCHOOL,Georgia,1.30555E+11,1305550,Yes,Yes,5-Title I schoolwide school,31.486482,-82.021382,Yes under Community Eligibility Option (CEO),205,5,0,165,23,12,0,0
SECOND CHANCE,GEORGIA,1.30207E+11,1302070,No,Yes,2-Title I targeted assistance school,32.163387,-81.916407,Yes under Community Eligibility Option (CEO),17,1,0,5,7,3,0,1
SEDALIA PARK ELEMENTARY SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.946,-84.4874,Yes participating without using any Provision or the CEO,647,23,2,126,227,238,27,4
SEMINOLE COUNTY ELEMENTARY SCHOOL,Georgia,1.30453E+11,1304530,Yes,Yes,5-Title I schoolwide school,31.0335,-84.88,Yes under Community Eligibility Option (CEO),608,26,0,314,243,18,7,0
SEMINOLE COUNTY MIDDLE/HIGH SCHOOL,Georgia,1.30453E+11,1304530,Yes,Yes,5-Title I schoolwide school,31.0181,-84.8815,Yes under Community Eligibility Option (CEO),706,25,0,349,297,27,8,0
SEQUOYAH HIGH SCHOOL,Georgia,1.30111E+11,1301110,,No,6-Not a Title I school,34.1718,-84.4296,Yes participating without using any Provision or the CEO,2089,68,3,1520,161,304,28,5
SEQUOYAH MIDDLE SCHOOL,Georgia,1.30123E+11,1301230,Yes,Yes,5-Title I schoolwide school,33.5644,-84.3868,Yes under Community Eligibility Option (CEO),887,19,0,8,584,262,11,3
SEQUOYAH MIDDLE SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.8914,-84.2714,Yes participating without using any Provision or the CEO,1860,2,2,5,54,1721,66,10
SETTLES BRIDGE ELEMENTARY SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.1231,-84.1064,Yes participating without using any Provision or the CEO,987,43,0,306,66,63,505,4
SHADOW ROCK ELEMENTARY SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.7636,-84.1446,Yes under Community Eligibility Option (CEO),492,8,1,10,420,40,10,3
SHAKERAG ELEMENTARY SCHOOL,Georgia,1.30228E+11,1302280,,No,6-Not a Title I school,34.0455,-84.1291,Yes participating without using any Provision or the CEO,640,33,0,122,55,38,390,2
SHALLOWFORD FALLS ELEMENTARY SCHOOL,Georgia,1.30129E+11,1301290,,No,6-Not a Title I school,34.0352,-84.4384,Yes participating without using any Provision or the CEO,597,28,1,405,51,51,61,0
SHARON ELEMENTARY SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.1033,-84.1359,Yes participating without using any Provision or the CEO,880,28,1,508,39,68,233,3
SHARON ELEMENTARY SCHOOL,Georgia,1.30539E+11,1305390,,No,6-Not a Title I school,33.7737,-83.9255,Yes participating without using any Provision or the CEO,720,38,0,490,75,105,10,2
SHARP CREEK ELEMENTARY SCHOOL,Georgia,1.30084E+11,1300840,Yes,Yes,5-Title I schoolwide school,33.6479,-85.0484,Yes participating without using any Provision or the CEO,512,37,1,277,126,70,0,1
SHAW HIGH SCHOOL,Georgia,1.30387E+11,1303870,,No,6-Not a Title I school,32.5585,-84.9094,Yes under Community Eligibility Option (CEO),1164,84,7,251,614,174,33,1
SHERWOOD ACRES ELEMENTARY SCHOOL,Georgia,1.30183E+11,1301830,Yes,Yes,5-Title I schoolwide school,31.6078,-84.1991,Yes under Community Eligibility Option (CEO),554,13,1,30,471,36,2,1
SHILOH ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.8284,-84.0758,Yes participating without using any Provision or the CEO,734,38,0,63,421,154,56,2
SHILOH HIGH SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.8236,-84.0697,Yes participating without using any Provision or the CEO,2202,68,1,87,1511,452,81,2
SHILOH MIDDLE SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.8258,-84.0725,Yes participating without using any Provision or the CEO,1815,65,1,92,1170,425,59,3
SHILOH POINT ELEMENTARY,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.1435,-84.1761,Yes participating without using any Provision or the CEO,1323,47,0,413,49,131,670,13
SHIRLEY HILLS ELEMENTARY SCHOOL,Georgia,1.30288E+11,1302880,Yes,Yes,5-Title I schoolwide school,32.6031,-83.651,Yes under Community Eligibility Option (CEO),535,45,0,218,218,48,5,1
SHIVER ELEMENTARY SCHOOL,Georgia,1.30246E+11,1302460,Yes,Yes,5-Title I schoolwide school,31.003607,-84.205243,Yes under Community Eligibility Option (CEO),511,16,0,370,37,84,4,0
SHOAL CREEK ELEMENTARY SCHOOL,Georgia,1.30441E+11,1304410,Yes,Yes,5-Title I schoolwide school,33.6555,-84.062,Yes participating without using any Provision or the CEO,659,25,0,44,495,88,6,1
SHUMAN ELEMENTARY SCHOOL,Georgia,1.30102E+11,1301020,Yes,Yes,5-Title I schoolwide school,32.0615,-81.0674,No,549,8,0,13,462,64,2,0
SILVER CITY ELEMENTARY SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.3282,-84.1029,Yes participating without using any Provision or the CEO,1054,44,1,794,52,123,35,5
SIMONTON ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.9369,-83.9569,Yes participating without using any Provision or the CEO,728,31,3,80,283,293,36,2
SIMPSON ELEMENTARY SCHOOL,Georgia,1.30255E+11,1302550,,No,6-Not a Title I school,33.998473,-84.229275,Yes participating without using any Provision or the CEO,839,39,0,583,69,63,84,1
SIMPSON MIDDLE SCHOOL,Georgia,1.30129E+11,1301290,,No,6-Not a Title I school,34.0329,-84.4777,Yes participating without using any Provision or the CEO,901,46,3,534,97,115,105,1
SIMS ELEMENTARY SCHOOL,Georgia,1.30441E+11,1304410,Yes,Yes,5-Title I schoolwide school,33.6222,-84.0488,Yes participating without using any Provision or the CEO,510,23,2,25,364,69,25,2
SIXES ELEMENTARY SCHOOL,Georgia,1.30111E+11,1301110,,No,6-Not a Title I school,34.1728,-84.5542,Yes participating without using any Provision or the CEO,682,34,0,547,18,66,16,1
SKYVIEW ELEMENTARY SCHOOL,Georgia,1.30042E+11,1300420,Yes,Yes,5-Title I schoolwide school,32.7511,-83.7576,Yes under Community Eligibility Option (CEO),399,27,0,202,141,25,4,0
SKYVIEW HIGH SCHOOL,GEORGIA,1.30228E+11,1302280,Yes,Yes,5-Title I schoolwide school,33.615157,-84.470425,Yes participating without using any Provision or the CEO,297,4,0,1,271,18,2,1
SLAM ACADEMY OF ATLANTA,GEORGIA,1.30025E+11,1300251,Yes,Yes,5-Title I schoolwide school,33.746719,-84.425407,Yes participating without using any Provision or the CEO,92,0,0,0,86,5,0,1
SLATER ELEMENTARY SCHOOL,Georgia,1.30012E+11,1300120,Yes,Yes,5-Title I schoolwide school,33.7184,-84.3919,Yes under Community Eligibility Option (CEO),472,2,0,1,460,9,0,0
SMILEY ELEMENTARY SCHOOL,Georgia,1.30336E+11,1303360,Yes,Yes,5-Title I schoolwide school,31.694648,-81.730488,No,997,99,4,503,219,166,3,3
SMITH ELEMENTARY SCHOOL,Georgia,1.30012E+11,1300120,,No,6-Not a Title I school,33.8582,-84.3755,Yes participating without using any Provision or the CEO,846,56,1,328,191,222,46,2
SMITH-BARNES ELEMENTARY SCHOOL,Georgia,1.30282E+11,1302820,Yes,Yes,5-Title I schoolwide school,33.5375,-84.2363,Yes participating without using any Provision or the CEO,268,11,1,14,160,73,9,0
SMITHA MIDDLE SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.8882,-84.612,Yes participating without using any Provision or the CEO,993,26,1,51,306,595,13,1
SMOKE RISE ELEMENTARY SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.8375,-84.1603,Yes participating without using any Provision or the CEO,412,24,0,24,189,144,28,3
SMOKEY ROAD MIDDLE SCHOOL,Georgia,1.3015E+11,1301500,Yes,Yes,5-Title I schoolwide school,33.3621,-84.8455,Yes participating without using any Provision or the CEO,665,27,0,359,219,58,0,2
SMYRNA ELEMENTARY SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.890858,-84.521763,Yes participating without using any Provision or the CEO,925,56,0,201,362,268,36,2
SNAPFINGER ELEMENTARY SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.732,-84.2471,Yes under Community Eligibility Option (CEO),543,5,1,3,511,19,0,4
SNELLVILLE MIDDLE SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.8341,-84.0031,Yes participating without using any Provision or the CEO,951,38,0,57,653,182,19,2
SNELSON-GOLDEN MIDDLE SCHOOL,Georgia,1.3033E+11,1303300,Yes,Yes,5-Title I schoolwide school,31.8676,-81.5841,No,863,90,9,112,513,127,10,2
SOCIAL CIRCLE ELEMENTARY SCHOOL,Georgia,1.30454E+11,1304540,Yes,Yes,5-Title I schoolwide school,33.657963,-83.719604,Yes participating without using any Provision or the CEO,356,12,1,239,81,19,3,1
SOCIAL CIRCLE HIGH SCHOOL,Georgia,1.30454E+11,1304540,,No,6-Not a Title I school,33.6592,-83.7295,Yes participating without using any Provision or the CEO,582,13,0,440,96,26,7,0
SOCIAL CIRCLE MIDDLE SCHOOL,Georgia,1.30454E+11,1304540,,No,6-Not a Title I school,33.6593,-83.7294,Yes participating without using any Provision or the CEO,448,13,0,313,92,21,9,0
SOCIAL CIRCLE PRIMARY SCHOOL,Georgia,1.30454E+11,1304540,Yes,Yes,5-Title I schoolwide school,33.659699,-83.711412,Yes participating without using any Provision or the CEO,462,10,1,334,90,21,5,1
SONORAVILLE ELEMENTARY,Georgia,1.30243E+11,1302430,Yes,Yes,5-Title I schoolwide school,34.453012,-84.829631,No,605,20,0,473,14,95,3,0
SONORAVILLE HIGH SCHOOL,Georgia,1.30243E+11,1302430,,No,6-Not a Title I school,34.4498,-84.8286,No,1136,26,0,961,23,116,6,4
SOPE CREEK ELEMENTARY SCHOOL,Georgia,1.30129E+11,1301290,,No,6-Not a Title I school,33.9359,-84.4532,Yes participating without using any Provision or the CEO,1000,45,0,550,61,66,274,4
SOUTH ATLANTA HIGH SCHOOL,GEORGIA,1.30012E+11,1300120,Yes,Yes,5-Title I schoolwide school,33.671005,-84.36176,Yes under Community Eligibility Option (CEO),848,5,0,5,775,62,1,0
SOUTH COBB HIGH SCHOOL,Georgia,1.30129E+11,1301290,Yes,Yes,5-Title I schoolwide school,33.8353,-84.6089,Yes participating without using any Provision or the CEO,2049,47,2,139,1219,610,30,2
SOUTH COLUMBIA ELEMENTARY SCHOOL,Georgia,1.30141E+11,1301410,Yes,Yes,5-Title I schoolwide school,33.5237,-82.106,Yes participating without using any Provision or the CEO,452,33,7,219,115,60,18,0
SOUTH COLUMBUS ELEMENTARY SCHOOL,Georgia,1.30387E+11,1303870,Yes,Yes,5-Title I schoolwide school,32.4166,-84.9496,Yes under Community Eligibility Option (CEO),417,35,0,15,254,113,0,0
SOUTH DODGE ELEMENTARY SCHOOL,Georgia,1.30177E+11,1301770,Yes,Yes,5-Title I schoolwide school,32.1704,-83.1598,Yes under Community Eligibility Option (CEO),708,39,0,331,314,23,1,0
SOUTH DOUGLAS ELEMENTARY SCHOOL,Georgia,1.30186E+11,1301860,,No,6-Not a Title I school,33.6162,-84.8463,Yes participating without using any Provision or the CEO,525,26,0,395,67,28,8,1
SOUTH EFFINGHAM ELEMENTARY SCHOOL,Georgia,1.30198E+11,1301980,,No,6-Not a Title I school,32.2104,-81.2797,Yes participating without using any Provision or the CEO,971,57,0,686,106,97,22,3
SOUTH EFFINGHAM HIGH SCHOOL,Georgia,1.30198E+11,1301980,,No,6-Not a Title I school,32.1879,-81.334,Yes participating without using any Provision or the CEO,1802,89,0,1284,216,184,26,3
SOUTH EFFINGHAM MIDDLE SCHOOL,Georgia,1.30198E+11,1301980,,No,6-Not a Title I school,32.1888,-81.3368,Yes participating without using any Provision or the CEO,1065,49,0,801,107,93,11,4
SOUTH FORSYTH HIGH SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.1485,-84.1713,Yes participating without using any Provision or the CEO,2341,69,3,1293,64,138,766,8
SOUTH FORSYTH MIDDLE SCHOOL,Georgia,1.30222E+11,1302220,,No,6-Not a Title I school,34.115894,-84.152968,Yes participating without using any Provision or the CEO,1430,57,1,607,43,85,629,8
SOUTH GWINNETT HIGH SCHOOL,Georgia,1.30255E+11,1302550,Yes,Yes,5-Title I schoolwide school,33.8539,-84.007,Yes participating without using any Provision or the CEO,2660,94,4,159,1900,445,50,8
SOUTH HABERSHAM MIDDLE SCHOOL,Georgia,1.30258E+11,1302580,,No,6-Not a Title I school,34.5232,-83.5717,No,458,10,0,213,12,215,8,0
SOUTH HALL MIDDLE SCHOOL,Georgia,1.30261E+11,1302610,Yes,Yes,5-Title I schoolwide school,34.222822,-83.859333,Yes participating without using any Provision or the CEO,1062,23,1,259,41,709,28,1
SOUTH HART ELEMENTARY SCHOOL,Georgia,1.30273E+11,1302730,Yes,Yes,5-Title I schoolwide school,34.292621,-82.950036,Yes participating without using any Provision or the CEO,518,23,2,317,111,51,14,0
SOUTH JACKSON ELEMENTARY SCHOOL,Georgia,1.30294E+11,1302940,Yes,Yes,5-Title I schoolwide school,34.067315,-83.47676,Yes participating without using any Provision or the CEO,670,37,0,448,54,126,4,1
SOUTH PAULDING HIGH SCHOOL,Georgia,1.30402E+11,1304020,,No,6-Not a Title I school,33.7853,-84.8327,Yes participating without using any Provision or the CEO,1892,60,3,1285,406,129,4,5
SOUTH PAULDING MIDDLE SCHOOL,Georgia,1.30402E+11,1304020,,No,6-Not a Title I school,33.8186,-84.8697,Yes participating without using any Provision or the CEO,472,24,0,339,66,40,2,1
SOUTH SALEM ELEMENTARY SCHOOL,Georgia,1.30393E+11,1303930,Yes,Yes,5-Title I schoolwide school,33.56439,-83.937971,Yes participating without using any Provision or the CEO,810,45,0,136,513,112,3,1
SOUTH TATTNALL MIDDLE SCHOOL,Georgia,1.30477E+11,1304770,Yes,Yes,5-Title I schoolwide school,31.9326,-81.9202,Yes under Community Eligibility Option (CEO),382,12,0,198,105,58,9,0
SOUTHEAST BULLOCH HIGH SCHOOL,Georgia,1.30063E+11,1300630,,No,6-Not a Title I school,32.362707,-81.678769,No,1131,36,3,884,138,53,15,2
SOUTHEAST BULLOCH MIDDLE SCHOOL,Georgia,1.30063E+11,1300630,Yes,Yes,5-Title I schoolwide school,32.361966,-81.680853,No,826,28,4,634,113,34,13,0
SOUTHEAST WHITFIELD COUNTY HIGH SCHOOL,Georgia,1.3057E+11,1305700,Yes,Yes,5-Title I schoolwide school,34.7341,-84.9393,Yes participating without using any Provision or the CEO,1461,40,1,418,20,969,5,8
SOUTHFIELD ELEMENTARY SCHOOL,GEORGIA,1.30042E+11,1300420,Yes,Yes,5-Title I schoolwide school,32.782305,-83.690255,Yes under Community Eligibility Option (CEO),806,22,0,36,649,96,0,3
SOUTHSIDE ELEMENTARY SCHOOL,Georgia,1.30246E+11,1302460,Yes,Yes,5-Title I schoolwide school,30.8715,-84.2047,Yes under Community Eligibility Option (CEO),554,11,0,153,215,171,4,0
SOUTHWEST DEKALB HIGH SCHOOL,Georgia,1.30174E+11,1301740,Yes,Yes,5-Title I schoolwide school,33.702,-84.2245,Yes participating without using any Provision or the CEO,1216,13,0,6,1167,22,8,0
SOUTHWEST ELEMENTARY SCHOOL,Georgia,1.30102E+11,1301020,Yes,Yes,5-Title I schoolwide school,32.0002,-81.2616,No,711,37,4,119,395,127,25,4
SOUTHWEST GEORGIA S.T.E.M. CHARTER ACADEMY,GEORGIA,1.30024E+11,1300243,Yes,Yes,5-Title I schoolwide school,31.762848,-84.616644,Yes participating without using any Provision or the CEO,366,14,0,254,68,30,0,0
SOUTHWEST HIGH SCHOOL,Georgia,1.30042E+11,1300420,Yes,Yes,5-Title I schoolwide school,32.806996,-83.673033,Yes under Community Eligibility Option (CEO),790,10,1,21,736,20,1,1
SOUTHWEST LAURENS ELEMENTARY,Georgia,1.30189E+11,1301890,Yes,Yes,5-Title I schoolwide school,32.4036,-82.9725,Yes under Community Eligibility Option (CEO),978,29,0,691,201,51,6,0
SOUTHWEST MIDDLE SCHOOL,Georgia,1.30102E+11,1301020,Yes,Yes,5-Title I schoolwide school,31.9984,-81.2639,No,749,32,5,79,483,135,11,4
